Code,Description,Last Updated
3794016,Paramammary lymph node,09-12-2025
3795015,Acne rosacea,09-12-2025
3795015,Acne rosacea,09-12-2025
3796019,Rosacea,09-12-2025
3796019,Rosacea,09-12-2025
3797011,Acne erythematosa,09-12-2025
3797011,Acne erythematosa,09-12-2025
3798018,Dexbrompheniramine maleate,09-12-2025
3798018,Dexbrompheniramine maleate,09-12-2025
3799014,"Bilateral repair of inguinal hernia, direct",09-12-2025
3799014,"Bilateral repair of inguinal hernia, direct",09-12-2025
3799014,"Bilateral repair of inguinal hernia, direct",09-12-2025
3800013,"Reline upper partial denture, chairside",09-12-2025
3800013,"Reline upper partial denture, chairside",09-12-2025
3800013,"Reline upper partial denture, chairside",09-12-2025
3801012,"Galactosylceramide beta-galactosidase measurement, leukocytes",09-12-2025
3801012,"Galactosylceramide beta-galactosidase measurement, leukocytes",09-12-2025
3802017,Intrinsic larynx,09-12-2025
3802017,Intrinsic larynx,09-12-2025
3803010,"Intrinsic larynx, NOS",09-12-2025
3804016,Notropis mekistocholas,09-12-2025
3805015,Cape Fear shiner,09-12-2025
3806019,Retired procedure,09-12-2025
3806019,Retired procedure,09-12-2025
3809014,Metaphase nucleus,09-12-2025
3809014,Metaphase nucleus,09-12-2025
3810016,"Salmonella IV 45:z4,z23:--",09-12-2025
3810016,"Salmonella IV 45:z4,z23:--",09-12-2025
3810016,"Salmonella IV 45:z4,z23:--",09-12-2025
3811017,Retired procedure,09-12-2025
3811017,Retired procedure,09-12-2025
3812012,Myxopapillary ependymoma,09-12-2025
3812012,Myxopapillary ependymoma,09-12-2025
3813019,Diamond-backed water snake,09-12-2025
3813019,Diamond-backed water snake,09-12-2025
3814013,Nematobibothroides,09-12-2025
3815014,"Nematobibothroides, NOS",09-12-2025
3816010,Third thoracic vertebra,09-12-2025
3816010,Third thoracic vertebra,09-12-2025
3817018,Third dorsal vertebra,09-12-2025
3817018,Third dorsal vertebra,09-12-2025
3818011,Medial collateral ligament of knee joint,09-12-2025
3818011,Medial collateral ligament of knee joint,09-12-2025
3819015,"Pharyngeal flap operation, cleft palate repair",09-12-2025
3819015,"Pharyngeal flap operation, cleft palate repair",09-12-2025
3820014,Veratrum alkaloid,09-12-2025
3821013,Methylergonovine,09-12-2025
3821013,Methylergonovine,09-12-2025
3822018,Methylergonovine maleate,09-12-2025
3822018,Methylergonovine maleate,09-12-2025
3823011,Fish liver oil,09-12-2025
3823011,Fish liver oil,09-12-2025
3824017,Burbot liver oil,09-12-2025
3824017,Burbot liver oil,09-12-2025
3825016,Pharyngorrhaphy for cleft palate,09-12-2025
3826015,Graft of palate for cleft palate repair,09-12-2025
3827012,Palatopharyngoplasty,09-12-2025
3828019,Pharyngoplasty for cleft palate,09-12-2025
3829010,Arum frog,09-12-2025
3829010,Arum frog,09-12-2025
3830017,"Arum frog, NOS",09-12-2025
3831018,Supraorbital vein,09-12-2025
3831018,Supraorbital vein,09-12-2025
3832013,Foregut,09-12-2025
3832013,Foregut,09-12-2025
3833015,Gyrfalcon,09-12-2025
3833015,Gyrfalcon,09-12-2025
3834014,Chromodina,09-12-2025
3835010,"Chromodina, NOS",09-12-2025
3836011,Blood group antigen Ven,09-12-2025
3837019,Lungless salamander,09-12-2025
3838012,"Lungless salamander, NOS",09-12-2025
3839016,Injection of sclerosing agent in varicose vein,09-12-2025
3839016,Injection of sclerosing agent in varicose vein,09-12-2025
3840019,Injection of varicose vein with sclerosing agent,09-12-2025
3840019,Injection of varicose vein with sclerosing agent,09-12-2025
3841015,General manager,09-12-2025
3841015,General manager,09-12-2025
3842010,Cineplasty or cineplastic prosthesis of extremity,09-12-2025
3843017,Abnormality of organs AND/OR soft tissues of pelvis affecting pregnancy,09-12-2025
3844011,"Abnormality of organs and soft tissues of pelvis affecting pregnancy, NOS",09-12-2025
3845012,"Abnormal pelvic organ affecting pregnancy, NOS",09-12-2025
3847016,Abnormal pelvic organ affecting pregnancy,09-12-2025
3847016,Abnormal pelvic organ affecting pregnancy,09-12-2025
3848014,"History and physical examination, insurance",09-12-2025
3848014,"History and physical examination, insurance",09-12-2025
3849018,Salmonella typhimurium bacterin,09-12-2025
3849018,Salmonella typhimurium bacterin,09-12-2025
3849018,Salmonella typhimurium bacterin,09-12-2025
3849018,Salmonella typhimurium bacterin,09-12-2025
3850018,"Arthropathy associated with a mycosis, NEC",09-12-2025
3850018,"Arthropathy associated with a mycosis, NEC",09-12-2025
3852014,Percomorph liver oil,09-12-2025
3852014,Percomorph liver oil,09-12-2025
3853016,Percoid liver oil,09-12-2025
3853016,Percoid liver oil,09-12-2025
3854010,Shark liver oil,09-12-2025
3854010,Shark liver oil,09-12-2025
3856012,Sixteenth rib,09-12-2025
3856012,Sixteenth rib,09-12-2025
3857015,"Sixteenth rib, NOS",09-12-2025
3858013,Transduodenal sphincterotomy,09-12-2025
3858013,Transduodenal sphincterotomy,09-12-2025
3859017,Capra,09-12-2025
3860010,"Capra, NOS",09-12-2025
3861014,"Wild goat, NOS",09-12-2025
3862019,Wild goat,09-12-2025
3862019,Wild goat,09-12-2025
3863012,Poisoning by primaquine,09-12-2025
3863012,Poisoning by primaquine,09-12-2025
3864018,Lymphocytic pseudotumor of lung,09-12-2025
3864018,Lymphocytic pseudotumor of lung,09-12-2025
3865017,Inflammatory pseudotumor of lung,09-12-2025
3865017,Inflammatory pseudotumor of lung,09-12-2025
3866016,Blood group antigen Sul,09-12-2025
3867013,Blood group antigen Sullivan,09-12-2025
3868015,Hilum of left lung,09-12-2025
3868015,Hilum of left lung,09-12-2025
3869011,Excision of tendon sheath,09-12-2025
3869011,Excision of tendon sheath,09-12-2025
3870012,"Excision of tendon sheath, NOS",09-12-2025
3872016,Internal fixation of bone without fracture reduction,09-12-2025
3872016,Internal fixation of bone without fracture reduction,09-12-2025
3873014,"Internal fixation of bone without fracture reduction, NOS",09-12-2025
3874015,Corticosteroid-induced glaucoma,09-12-2025
3874015,Corticosteroid-induced glaucoma,09-12-2025
3875019,"Corticosteroid-induced glaucoma, NOS",09-12-2025
3876018,Transverse peduncular tract nucleus,09-12-2025
3876018,Transverse peduncular tract nucleus,09-12-2025
3877010,Hemoglobin Shaare Zedek,09-12-2025
3878017,"Hb 56(E5), Lys-glu",09-12-2025
3879013,Mevinphos poisoning,09-12-2025
3879013,Mevinphos poisoning,09-12-2025
3880011,Closed fracture of acromial end of clavicle,09-12-2025
3880011,Closed fracture of acromial end of clavicle,09-12-2025
3881010,Dorsomedial nucleus of thalamus,09-12-2025
3881010,Dorsomedial nucleus of thalamus,09-12-2025
3882015,Plant seeds,09-12-2025
3882015,Plant seeds,09-12-2025
3883013,Excision of first rib for unlisted cause,09-12-2025
3883013,Excision of first rib for unlisted cause,09-12-2025
3883013,Excision of first rib for unlisted cause,09-12-2025
3884019,Candida scottii,09-12-2025
3884019,Candida scottii,09-12-2025
3885018,G2 stage,09-12-2025
3886017,G2,09-12-2025
3887014,Myoneural disorder,09-12-2025
3887014,Myoneural disorder,09-12-2025
3888016,"Myoneural disorder, NOS",09-12-2025
3889012,"Neuromyopathy, NOS",09-12-2025
3890015,"Neuromuscular disease, NOS",09-12-2025
3891016,Neuromyopathy,09-12-2025
3893018,Gadus macrocephalus,09-12-2025
3894012,Pacific cod,09-12-2025
3895013,Neuter-responsive dermatosis,09-12-2025
3895013,Neuter-responsive dermatosis,09-12-2025
3896014,Early fontanel closure,09-12-2025
3896014,Early fontanel closure,09-12-2025
3897017,Ceforanide,09-12-2025
3897017,Ceforanide,09-12-2025
3898010,Making occupied bed,09-12-2025
3898010,Making occupied bed,09-12-2025
3899019,Cerebral hemiparesis,09-12-2025
3899019,Cerebral hemiparesis,09-12-2025
3900012,Sago spleen,09-12-2025
3900012,Sago spleen,09-12-2025
3901011,Ligase,09-12-2025
3901011,Ligase,09-12-2025
3902016,"Ligase, NOS",09-12-2025
3903014,Xylenol,09-12-2025
3903014,Xylenol,09-12-2025
3904015,Juvenile epithelial corneal dystrophy,09-12-2025
3904015,Juvenile epithelial corneal dystrophy,09-12-2025
3904015,Juvenile epithelial corneal dystrophy,09-12-2025
3904015,Juvenile epithelial corneal dystrophy,09-12-2025
3905019,^86^Rubidium,09-12-2025
3905019,^86^Rubidium,09-12-2025
3906018,Blood group antibody LW^ab^,09-12-2025
3907010,Blood group antibody LW>1<,09-12-2025
3908017,Blood group antibody LW>2<,09-12-2025
3909013,Blood group antibody LW>3<,09-12-2025
3910015,Haagensen test,09-12-2025
3911016,Endoscopic procedure of nerve,09-12-2025
3911016,Endoscopic procedure of nerve,09-12-2025
3912011,"Endoscopic procedure of nerve, NOS",09-12-2025
3913018,Arthritis associated with another disorder,09-12-2025
3913018,Arthritis associated with another disorder,09-12-2025
3914012,Arthritis associated with disorder classified elsewhere,09-12-2025
3914012,Arthritis associated with disorder classified elsewhere,09-12-2025
3915013,Secondary chemoprophylaxis,09-12-2025
3915013,Secondary chemoprophylaxis,09-12-2025
3916014,Blood group antibody BLe^b^,09-12-2025
3917017,Transitory amino acid metabolic disorder,09-12-2025
3917017,Transitory amino acid metabolic disorder,09-12-2025
3918010,"Transitory amino acid metabolic disorder, NOS",09-12-2025
3919019,Direct closure of laceration of conjunctiva,09-12-2025
3919019,Direct closure of laceration of conjunctiva,09-12-2025
3920013,Ligamentum teres of liver,09-12-2025
3920013,Ligamentum teres of liver,09-12-2025
3921012,Round ligament of liver,09-12-2025
3921012,Round ligament of liver,09-12-2025
3922017,Rat bite fever,09-12-2025
3922017,Rat bite fever,09-12-2025
3923010,"Rat bite fever, NOS",09-12-2025
3924016,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",09-12-2025
3925015,"Sedative, hypnotic or anxiolytic-induced anxiety disorder",09-12-2025
3926019,Actinomyces howellii,09-12-2025
3927011,Cottus echinatus,09-12-2025
3928018,Utah Lake sculpin,09-12-2025
3929014,Local excision of ovary,09-12-2025
3929014,Local excision of ovary,09-12-2025
3930016,"Local excision of ovary, NOS",09-12-2025
3931017,Solanum bonariensis,09-12-2025
3932012,Drainage of abscess of tonsil,09-12-2025
3932012,Drainage of abscess of tonsil,09-12-2025
3933019,P pulmonale by EKG,09-12-2025
3934013,Helvella lacunosa,09-12-2025
3935014,Elfin saddle,09-12-2025
3935014,Elfin saddle,09-12-2025
3936010,Accessory lobe of lung,09-12-2025
3936010,Accessory lobe of lung,09-12-2025
3937018,Supernumerary lung lobe,09-12-2025
3937018,Supernumerary lung lobe,09-12-2025
3938011,Nursing history taking,09-12-2025
3938011,Nursing history taking,09-12-2025
3939015,"Nursing history taking, NOS",09-12-2025
3940018,12-Hydroperoxy eicosatetraenoic acid,09-12-2025
3940018,12-Hydroperoxy eicosatetraenoic acid,09-12-2025
3941019,12-HPETE,09-12-2025
3941019,12-HPETE,09-12-2025
3942014,Megapode,09-12-2025
3942014,Megapode,09-12-2025
3942014,Megapode,09-12-2025
3943016,"Megapode, NOS",09-12-2025
3944010,Ulcer of bile duct,09-12-2025
3944010,Ulcer of bile duct,09-12-2025
3945011,Special dosimetry,09-12-2025
3945011,Special dosimetry,09-12-2025
3946012,"Special dosimetry, NOS",09-12-2025
3947015,Coryphopterus lipernes,09-12-2025
3947015,Coryphopterus lipernes,09-12-2025
3948013,Peppermint goby,09-12-2025
3948013,Peppermint goby,09-12-2025
3949017,^191^Gold,09-12-2025
3949017,^191^Gold,09-12-2025
3950017,"Labial veneer, resin laminate, laboratory",09-12-2025
3950017,"Labial veneer, resin laminate, laboratory",09-12-2025
3951018,Increased leg circumference,09-12-2025
3951018,Increased leg circumference,09-12-2025
3952013,Increased calf girth,09-12-2025
3952013,Increased calf girth,09-12-2025
3953015,Repair of congenital pseudoarthrosis of tibia,09-12-2025
3953015,Repair of congenital pseudoarthrosis of tibia,09-12-2025
3954014,Closed fracture of base of neck of femur,09-12-2025
3954014,Closed fracture of base of neck of femur,09-12-2025
3955010,Closed fracture of cervicotrochanteric section of femur,09-12-2025
3955010,Closed fracture of cervicotrochanteric section of femur,09-12-2025
3956011,Thymic lobule,09-12-2025
3956011,Thymic lobule,09-12-2025
3957019,Ventral nuclear group of thalamus,09-12-2025
3957019,Ventral nuclear group of thalamus,09-12-2025
3958012,"Ventral nuclear group of thalamus, NOS",09-12-2025
3959016,Open dislocation of clavicle,09-12-2025
3959016,Open dislocation of clavicle,09-12-2025
3960014,"Breast reconstruction, bilateral, with bilateral pedicle TRAM flaps",09-12-2025
3961013,Uric acid,09-12-2025
3961013,Uric acid,09-12-2025
3962018,"Uric acid, NOS",09-12-2025
3963011,Periorbital region,09-12-2025
3963011,Periorbital region,09-12-2025
3964017,"Immunoglobulin typing, IgG",09-12-2025
3965016,"Hypothermia, total body, induction and maintenance",09-12-2025
3965016,"Hypothermia, total body, induction and maintenance",09-12-2025
3965016,"Hypothermia, total body, induction and maintenance",09-12-2025
3966015,Photokeratitis,09-12-2025
3966015,Photokeratitis,09-12-2025
3967012,Primary localized osteoarthrosis of upper arm,09-12-2025
3967012,Primary localized osteoarthrosis of upper arm,09-12-2025
3968019,Cupula ampullaris,09-12-2025
3968019,Cupula ampullaris,09-12-2025
3969010,Idiopathic guttate hypomelanosis,09-12-2025
3969010,Idiopathic guttate hypomelanosis,09-12-2025
3970011,Sepik virus,09-12-2025
3971010,Congo peacock,09-12-2025
3971010,Congo peacock,09-12-2025
3972015,Dextroposition of aorta,09-12-2025
3972015,Dextroposition of aorta,09-12-2025
3973013,Right-sided aorta,09-12-2025
3973013,Right-sided aorta,09-12-2025
3974019,Dextraposition of aorta,09-12-2025
3975018,Right tonsil,09-12-2025
3975018,Right tonsil,09-12-2025
3976017,"Right tonsil, NOS",09-12-2025
3977014,Right faucial tonsil,09-12-2025
3977014,Right faucial tonsil,09-12-2025
3978016,Reticuloendotheliosis virus antibody test kit,09-12-2025
3978016,Reticuloendotheliosis virus antibody test kit,09-12-2025
3979012,Urethral stricture due to schistosomiasis,09-12-2025
3979012,Urethral stricture due to schistosomiasis,09-12-2025
3980010,Infection by Crenosoma,09-12-2025
3981014,"Infection by Crenosoma, NOS",09-12-2025
3982019,Crenosomosis,09-12-2025
3982019,Crenosomosis,09-12-2025
3983012,Tribulus terrestris,09-12-2025
3983012,Tribulus terrestris,09-12-2025
3984018,Caltrop,09-12-2025
3984018,Caltrop,09-12-2025
3985017,Puncture weed,09-12-2025
3985017,Puncture weed,09-12-2025
3986016,Puncture vine,09-12-2025
3986016,Puncture vine,09-12-2025
3987013,Devil's thorn,09-12-2025
3987013,Devil's thorn,09-12-2025
3988015,Diamond,09-12-2025
3988015,Diamond,09-12-2025
3989011,Deoxylimonate A-ring-lactonase,09-12-2025
3990019,Fetal presentation,09-12-2025
3990019,Fetal presentation,09-12-2025
3990019,Fetal presentation,09-12-2025
3991015,"Fetal presentation, NOS",09-12-2025
3992010,"Foetal presentation, NOS",09-12-2025
3994011,Central tegmental tract,09-12-2025
3994011,Central tegmental tract,09-12-2025
3995012,Central tegmental fasciculus of pons,09-12-2025
3995012,Central tegmental fasciculus of pons,09-12-2025
3996013,Suture of skin wound of hindfoot,09-12-2025
3996013,Suture of skin wound of hindfoot,09-12-2025
3997016,"Suture of skin wound of hindfoot, NOS",09-12-2025
3998014,Closed fracture of unspecified bone of lower limb,09-12-2025
3998014,Closed fracture of unspecified bone of lower limb,09-12-2025
3998014,Closed fracture of unspecified bone of lower limb,09-12-2025
3999018,Thoracic duct,09-12-2025
3999018,Thoracic duct,09-12-2025
4000016,Corallus,09-12-2025
4001017,"Corallus, NOS",09-12-2025
4002012,Tree boa,09-12-2025
4002012,Tree boa,09-12-2025
4003019,Fracture of vertebral column with spinal cord injury,09-12-2025
4003019,Fracture of vertebral column with spinal cord injury,09-12-2025
4004013,"Fracture of vertebral column with spinal cord injury, NOS",09-12-2025
4005014,Thrill,09-12-2025
4005014,Thrill,09-12-2025
4006010,Anteversion,09-12-2025
4006010,Anteversion,09-12-2025
4007018,Guttural pouch,09-12-2025
4007018,Guttural pouch,09-12-2025
4008011,"Bilirubin, neonatal measurement",09-12-2025
4008011,"Bilirubin, neonatal measurement",09-12-2025
4009015,"Total bilirubin, neonatal measurement",09-12-2025
4009015,"Total bilirubin, neonatal measurement",09-12-2025
4010013,Microbilirubin measurement,09-12-2025
4010013,Microbilirubin measurement,09-12-2025
4011012,Baby bilirubin measurement,09-12-2025
4011012,Baby bilirubin measurement,09-12-2025
4012017,Fracture of occipital bone,09-12-2025
4012017,Fracture of occipital bone,09-12-2025
4013010,Deoxy cytidine triphosphate,09-12-2025
4013010,Deoxy cytidine triphosphate,09-12-2025
4014016,dCTP,09-12-2025
4016019,Female hypererotism,09-12-2025
4016019,Female hypererotism,09-12-2025
4017011,Pasteurella multocida ss. gallicida,09-12-2025
4017011,Pasteurella multocida ss. gallicida,09-12-2025
4018018,Fusion of teeth,09-12-2025
4018018,Fusion of teeth,09-12-2025
4019014,Retired procedure,09-12-2025
4019014,Retired procedure,09-12-2025
4020015,Scleral buckling with implant,09-12-2025
4020015,Scleral buckling with implant,09-12-2025
4021016,Encircling procedure of sclera for buckling with implant,09-12-2025
4021016,Encircling procedure of sclera for buckling with implant,09-12-2025
4022011,Replacement of skeletal muscle stimulator,09-12-2025
4022011,Replacement of skeletal muscle stimulator,09-12-2025
4023018,Removal of electronic stimulator of skeletal muscle with synchronous replacement,09-12-2025
4023018,Removal of electronic stimulator of skeletal muscle with synchronous replacement,09-12-2025
4024012,Thrombophlebitis of deep femoral vein,09-12-2025
4024012,Thrombophlebitis of deep femoral vein,09-12-2025
4025013,Fibre comber,09-12-2025
4025013,Fibre comber,09-12-2025
4026014,Retired procedure,09-12-2025
4026014,Retired procedure,09-12-2025
4027017,Golden-crowned kinglet,09-12-2025
4027017,Golden-crowned kinglet,09-12-2025
4028010,Clear cell adenoma,09-12-2025
4028010,Clear cell adenoma,09-12-2025
4029019,Resection of uveal tissue,09-12-2025
4029019,Resection of uveal tissue,09-12-2025
4030012,"Salmonella II 3,10:z4,z24:--",09-12-2025
4030012,"Salmonella II 3,10:z4,z24:--",09-12-2025
4031011,Old myocardial infarction,09-12-2025
4031011,Old myocardial infarction,09-12-2025
4032016,Healed myocardial infarction,09-12-2025
4032016,Healed myocardial infarction,09-12-2025
4033014,Antipruritic topical anesthetic,09-12-2025
4033014,Antipruritic topical anesthetic,09-12-2025
4034015,"Antipruritic topical anesthetic, NOS",09-12-2025
4035019,"Antipruritic drug, NOS",09-12-2025
4036018,Antipruritic drug,09-12-2025
4036018,Antipruritic drug,09-12-2025
4037010,Arthroscopy of wrist with partial synovectomy,09-12-2025
4037010,Arthroscopy of wrist with partial synovectomy,09-12-2025
4038017,Motilin preparation,09-12-2025
4038017,Motilin preparation,09-12-2025
4038017,Motilin preparation,09-12-2025
4039013,Assessment of nutritional status,09-12-2025
4039013,Assessment of nutritional status,09-12-2025
4040010,"Assessment of nutritional status, NOS",09-12-2025
4041014,Ethmoid sinusotomy,09-12-2025
4041014,Ethmoid sinusotomy,09-12-2025
4042019,Ethmoidotomy,09-12-2025
4043012,Exploration of ethmoid sinus,09-12-2025
4044018,Biliary cirrhosis,09-12-2025
4044018,Biliary cirrhosis,09-12-2025
4045017,Cholangitic cirrhosis,09-12-2025
4045017,Cholangitic cirrhosis,09-12-2025
4046016,Cholestatic cirrhosis,09-12-2025
4046016,Cholestatic cirrhosis,09-12-2025
4047013,Chronic nonsuppurative destructive cholangitis,09-12-2025
4047013,Chronic nonsuppurative destructive cholangitis,09-12-2025
4048015,Fetal death from asphyxia AND/OR anoxia during labor,09-12-2025
4049011,Fetal death from asphyxia or anoxia during labor,09-12-2025
4050011,Interstitial keratitis,09-12-2025
4050011,Interstitial keratitis,09-12-2025
4051010,"Interstitial keratitis, NOS",09-12-2025
4052015,"Saccharopine dehydrogenase (NADP^+^,L-glutamate-forming)",09-12-2025
4052015,"Saccharopine dehydrogenase (NADP^+^,L-glutamate-forming)",09-12-2025
4054019,"Lymphatics of thorax, NOS",09-12-2025
4055018,Toboggan,09-12-2025
4055018,Toboggan,09-12-2025
4056017,Fisher's syndrome,09-12-2025
4056017,Fisher's syndrome,09-12-2025
4057014,"Ophthalmoplegia, ataxia, areflexia syndrome",09-12-2025
4057014,"Ophthalmoplegia, ataxia, areflexia syndrome",09-12-2025
4058016,Sucrose phosphorylase,09-12-2025
4058016,Sucrose phosphorylase,09-12-2025
4059012,Sucrose glucosyltransferase,09-12-2025
4059012,Sucrose glucosyltransferase,09-12-2025
4060019,Thoracodidymus,09-12-2025
4060019,Thoracodidymus,09-12-2025
4061015,"Thoracodidymus, NOS",09-12-2025
4062010,Mitral valvotomy,09-12-2025
4062010,Mitral valvotomy,09-12-2025
4063017,"Mitral valvotomy, NOS",09-12-2025
4064011,"Valvulotomy of mitral valve, NOS",09-12-2025
4065012,"Mitral valvulotomy, NOS",09-12-2025
4066013,Valvulotomy of mitral valve,09-12-2025
4066013,Valvulotomy of mitral valve,09-12-2025
4067016,Mitral valvulotomy,09-12-2025
4067016,Mitral valvulotomy,09-12-2025
4068014,Insulin biosynthesis defect,09-12-2025
4068014,Insulin biosynthesis defect,09-12-2025
4069018,"Insulin biosynthesis defect, NOS",09-12-2025
4070017,Agrobacterium radiobacter,09-12-2025
4070017,Agrobacterium radiobacter,09-12-2025
4071018,Free-standing radiology facility,09-12-2025
4071018,Free-standing radiology facility,09-12-2025
4072013,Nasopharyngeal rehabilitation,09-12-2025
4072013,Nasopharyngeal rehabilitation,09-12-2025
4073015,Submaxillary incision with drainage,09-12-2025
4073015,Submaxillary incision with drainage,09-12-2025
4074014,Renal tubular acidosis,09-12-2025
4074014,Renal tubular acidosis,09-12-2025
4075010,"Renal tubular acidosis, NOS",09-12-2025
4076011,"RTA, NOS",09-12-2025
4077019,RTA,09-12-2025
4077019,RTA,09-12-2025
4078012,Increased molecular dissociation,09-12-2025
4078012,Increased molecular dissociation,09-12-2025
4079016,Malocclusion due to abnormal swallowing,09-12-2025
4079016,Malocclusion due to abnormal swallowing,09-12-2025
4080018,Mohr syndrome,09-12-2025
4081019,OFD syndrome type II,09-12-2025
4082014,Premelanosome,09-12-2025
4082014,Premelanosome,09-12-2025
4083016,Sacroiliac region,09-12-2025
4083016,Sacroiliac region,09-12-2025
4084010,Retired procedure,09-12-2025
4084010,Retired procedure,09-12-2025
4085011,Monkey-eating eagle,09-12-2025
4085011,Monkey-eating eagle,09-12-2025
4086012,"Fecal stercobilin, qualitative",09-12-2025
4086012,"Fecal stercobilin, qualitative",09-12-2025
4088013,Prunus domestica,09-12-2025
4089017,Plum,09-12-2025
4089017,Plum,09-12-2025
4090014,Leucine-tRNA ligase,09-12-2025
4091013,Leucyl-tRNA synthetase,09-12-2025
4092018,Ultrasonic guidance for pericardiocentesis,09-12-2025
4092018,Ultrasonic guidance for pericardiocentesis,09-12-2025
4093011,"Blood unit collection for directed donation, donor",09-12-2025
4093011,"Blood unit collection for directed donation, donor",09-12-2025
4094017,"Collection, processing and storage of donor directed whole blood or components",09-12-2025
4094017,"Collection, processing and storage of donor directed whole blood or components",09-12-2025
4095016,Trakehner horse,09-12-2025
4096015,Neoechinorhynchus carpiodi,09-12-2025
4097012,Radiation injury with fibrosis,09-12-2025
4097012,Radiation injury with fibrosis,09-12-2025
4098019,Radiation injury with proliferation,09-12-2025
4098019,Radiation injury with proliferation,09-12-2025
4099010,Radiation fibromatosis,09-12-2025
4099010,Radiation fibromatosis,09-12-2025
4100019,Engaged in physical sport,09-12-2025
4100019,Engaged in physical sport,09-12-2025
4101015,"Engaged in physical sport, NOS",09-12-2025
4102010,Sodium trichloroacetate,09-12-2025
4102010,Sodium trichloroacetate,09-12-2025
4103017,Idiopathic corneal edema,09-12-2025
4103017,Idiopathic corneal edema,09-12-2025
4104011,Glyodin,09-12-2025
4105012,Ebstein's anomaly,09-12-2025
4106013,Naris,09-12-2025
4106013,Naris,09-12-2025
4107016,Nostril,09-12-2025
4107016,Nostril,09-12-2025
4108014,Hemoglobin Hammersmith,09-12-2025
4109018,"Hb 42(CD1), Phe-ser",09-12-2025
4110011,Hb Chiba,09-12-2025
4111010,L-Lysine oxidase,09-12-2025
4112015,Symplocarpus,09-12-2025
4112015,Symplocarpus,09-12-2025
4113013,"Symplocarpus, NOS",09-12-2025
4114019,Endoscopic biopsy of duodenum,09-12-2025
4114019,Endoscopic biopsy of duodenum,09-12-2025
4115018,Acanthurus coeruleus,09-12-2025
4115018,Acanthurus coeruleus,09-12-2025
4116017,Blue tang,09-12-2025
4116017,Blue tang,09-12-2025
4117014,Epidermal diffusion,09-12-2025
4117014,Epidermal diffusion,09-12-2025
4118016,"Epidermal diffusion, NOS",09-12-2025
4119012,Salmonella brijbhumi,09-12-2025
4119012,Salmonella brijbhumi,09-12-2025
4120018,Surgical closure of stoma,09-12-2025
4120018,Surgical closure of stoma,09-12-2025
4121019,Eruption,09-12-2025
4121019,Eruption,09-12-2025
4122014,"Eruption, NOS",09-12-2025
4123016,Failed forceps delivery,09-12-2025
4123016,Failed forceps delivery,09-12-2025
4124010,Transurethral cystoscopy,09-12-2025
4124010,Transurethral cystoscopy,09-12-2025
4125011,Cystourethroscopy,09-12-2025
4125011,Cystourethroscopy,09-12-2025
4126012,Rex,09-12-2025
4126012,Rex,09-12-2025
4127015,"Rex, NOS",09-12-2025
4128013,Bacillus psychrophilus,09-12-2025
4128013,Bacillus psychrophilus,09-12-2025
4129017,Aspiration of bursa of hand,09-12-2025
4129017,Aspiration of bursa of hand,09-12-2025
4130010,Bursocentesis of hand,09-12-2025
4130010,Bursocentesis of hand,09-12-2025
4131014,Drainage of bursa of hand by aspiration,09-12-2025
4131014,Drainage of bursa of hand by aspiration,09-12-2025
4132019,Salmonella jerusalem,09-12-2025
4132019,Salmonella jerusalem,09-12-2025
4132019,Salmonella jerusalem,09-12-2025
4133012,Cryotherapy of genital warts,09-12-2025
4133012,Cryotherapy of genital warts,09-12-2025
4134018,Hospital-based outpatient geriatric clinic,09-12-2025
4134018,Hospital-based outpatient geriatric clinic,09-12-2025
4135017,Hospital-based outpatient gerontology clinic,09-12-2025
4135017,Hospital-based outpatient gerontology clinic,09-12-2025
4136016,Chinese hamster,09-12-2025
4137013,Striped-back hamster,09-12-2025
4137013,Striped-back hamster,09-12-2025
4138015,Other service workers NEC,09-12-2025
4138015,Other service workers NEC,09-12-2025
4139011,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND mild panic attacks",09-12-2025
4140013,"Panic disorder with agoraphobia, severe agoraphobic avoidance and mild panic attacks",09-12-2025
4141012,Myrophis punctatus,09-12-2025
4142017,Speckled worm eel,09-12-2025
4142017,Speckled worm eel,09-12-2025
4143010,Greater circulus arteriosus of iris,09-12-2025
4143010,Greater circulus arteriosus of iris,09-12-2025
4144016,Safranine O,09-12-2025
4145015,Cotton red,09-12-2025
4145015,Cotton red,09-12-2025
4146019,Gossypimine,09-12-2025
4147011,"Alcohol measurement, breath",09-12-2025
4147011,"Alcohol measurement, breath",09-12-2025
4148018,Chemoreceptor apnea,09-12-2025
4148018,Chemoreceptor apnea,09-12-2025
4149014,Impaired glucose tolerance associated with pancreatic disease,09-12-2025
4149014,Impaired glucose tolerance associated with pancreatic disease,09-12-2025
4150014,Hemoglobin Tochigi,09-12-2025
4151013,Allergic gastritis,09-12-2025
4151013,Allergic gastritis,09-12-2025
4152018,Root of nose,09-12-2025
4152018,Root of nose,09-12-2025
4153011,Granuloma of lip,09-12-2025
4153011,Granuloma of lip,09-12-2025
4154017,Ribonuclease T>1<,09-12-2025
4155016,Guanyloribonuclease,09-12-2025
4155016,Guanyloribonuclease,09-12-2025
4156015,Aspergillus oryzae ribonuclease,09-12-2025
4156015,Aspergillus oryzae ribonuclease,09-12-2025
4157012,RNase N>1< and N>2<,09-12-2025
